glosa,fecha,id,cuenta_id,centro_costo_id,tipo,valor
"Doc. 001-001-000084067,   VENTILADOR",19/02/2025,5wbo1kBRkcGLLexE,PnazpQZ4OIBppdO2,,H,7.00
"Doc. 001-003-003208740,   velcro",19/02/2025,jZdyjx4JPiWzzeJ4,PnazpQZ4OIBppdO2,,H,8.00
med,19/03/2025,pgen32PnWFLqqaNQ,DGe73Y47BH6xxen2,,H,60.25
fact,19/03/2025,rRbDgXl6ATmKKa6L,QzaOYL4vYiX99dp4,,D,51.43
fact,19/03/2025,rRbDgXl6ATmKKa6L,DGe73Y47BH6xxen2,,H,59.14
"Doc. 040-012-001127128,   com",19/03/2025,rRbD5z1EximKKd6L,DGe73Y47BH6xxen2,,D,10.00
"Doc. 001-002-000005513,   fact",19/03/2025,pZeVBYAlWiKLLeGW,MEegLgo2jhWxxaQ5,,H,59.14
"Doc. 001-002-000005513,   fact",19/03/2025,pZeVBYAlWiKLLeGW,DGe73Y47BH6xxen2,,D,59.14
fact,19/03/2025,rRbDgXl6ATmKKa6L,nPeER14y4hGJJap1,,D,7.71
1903202501179126801600120010060002285111912064514,19/03/2025,Lmav3nk0ghgjjb3N,nPeER14y4hGJJap1,,D,28.58
1903202501179126801600120010060002285111912064514,19/03/2025,Lmav3nk0ghgjjb3N,DGe73Y47BH6xxen2,,H,219.13
com,19/03/2025,DGe7GEwEyt6xxen2,RMdR6k9yOFlkkdl6,,D,8.70
med,19/03/2025,pgen32PnWFLqqaNQ,KBe1wERoVimDDbXy,,D,60.25
"Doc. 040-012-001127128,   com",19/03/2025,rRbD5z1EximKKd6L,MEegLgo2jhWxxaQ5,,H,10.00
1903202501179126801600120010060002285111912064514,19/03/2025,Lmav3nk0ghgjjb3N,Ejb2k2VNzsGJJdVN,,D,190.55
"Doc. 001-106-000048581,   med",19/03/2025,wKe5O4RYvHKQQb31,PnazpQZ4OIBppdO2,,H,60.25
com,19/03/2025,DGe7GEwEyt6xxen2,DGe73Y47BH6xxen2,,H,10.00
com,19/03/2025,DGe7GEwEyt6xxen2,nPeER14y4hGJJap1,,D,1.30
"Doc. 001-106-000048581,   med",19/03/2025,wKe5O4RYvHKQQb31,DGe73Y47BH6xxen2,,D,60.25
"Doc. 001-006-000228511,   1903202501179126801600120010060002285111912064514",19/03/2025,BleXE70k8uNyyarN,DGe73Y47BH6xxen2,,D,219.13
"Doc. 001-006-000228511,   1903202501179126801600120010060002285111912064514",19/03/2025,BleXE70k8uNyyarN,MEegLgo2jhWxxaQ5,,H,219.13
"Doc. 001-002-004432807,   combus",19/05/2025,BXdLxEoRpuOppdJZ,DGe73Y47BH6xxen2,,D,37.36
combus,19/05/2025,0yelGOyorhK55dER,nPeER14y4hGJJap1,,D,4.87
Parlante Havit SK473 USB 2.0 para computadora,19/05/2025,EMaxXG0KJI044a5G,DGe73Y47BH6xxen2,,H,7.00
combus,19/05/2025,0yelGOyorhK55dER,DGe73Y47BH6xxen2,,H,37.36
"Doc. 001-002-004432807,   combus",19/05/2025,BXdLxEoRpuOppdJZ,MEegLgo2jhWxxaQ5,,H,37.36
combus,19/05/2025,0yelGOyorhK55dER,RMdR6k9yOFlkkdl6,,D,32.49
Parlante Havit SK473 USB 2.0 para computadora,19/05/2025,EMaxXG0KJI044a5G,nPeER14y4hGJJap1,,D,0.91
Parlante Havit SK473 USB 2.0 para computadora,19/05/2025,EMaxXG0KJI044a5G,kPbkRBEKvh066a5Y,,D,6.09
"Doc. 091-001-000023569,   Parlante Havit SK473 USB 2.0 para computadora",19/05/2025,EMaxJgDxPs044d5G,MEegLgo2jhWxxaQ5,,H,7.00
"Doc. 091-001-000023569,   Parlante Havit SK473 USB 2.0 para computadora",19/05/2025,EMaxJgDxPs044d5G,DGe73Y47BH6xxen2,,D,7.00
pedido # 117,19/06/2025,rRbDmrZW5SmKKd6L,9pdBBO4yQum99d8K,,H,7680.77
SUPER,19/06/2025,wKe5NqKvYIKQQa31,DGe73Y47BH6xxen2,,H,24.76
"Doc. 004-002-000104321,   MINIMAT PREMIER PRIMERA
BLANCO AZULADO 18 152
Ancho",19/06/2025,1qdGp388LUlppeN8,MEegLgo2jhWxxaQ5,,H,464.60
SUPER,19/06/2025,wKe5NqKvYIKQQa31,RMdR6k9yOFlkkdl6,,D,21.53
78-DIGECA ALMACENES ROSITA,19/06/2025,gQbW32vgviYggb6w,nPeER14y4hGJJap1,,D,28.43
78-DIGECA ALMACENES ROSITA,19/06/2025,gQbW32vgviYggb6w,DGe73Y47BH6xxen2,,H,217.99
78-DIGECA ALMACENES ROSITA,19/06/2025,gQbW32vgviYggb6w,Ejb2k2VNzsGJJdVN,,D,189.56
PERSONAL SUSANA MURILLO,19/06/2025,JvaM30gqBf800dpz,nPeER14y4hGJJap1,,D,18.46
"Doc. 004-002-000104321,   MINIMAT PREMIER PRIMERA
BLANCO AZULADO 18 152
Ancho",19/06/2025,1qdGp388LUlppeN8,DGe73Y47BH6xxen2,,D,464.60
SUPER,19/06/2025,wKe5NqKvYIKQQa31,nPeER14y4hGJJap1,,D,3.23
"Doc. 001-001-000084347,   heninken cierres",19/06/2025,JvaMy3DY5h800apz,MEegLgo2jhWxxaQ5,,H,23.98
"Doc. 002-100-000060962,   78-DIGECA ALMACENES ROSITA",19/06/2025,BleXNJWBoSNyybrN,MEegLgo2jhWxxaQ5,,H,217.99
Asiento de Retencion Doc N. 001-001-000000453,19/06/2025,O8bY37xG2uZJJe7j,JvaM8N4KRt800epz,,H,42.99
Asiento de Retencion Doc N. 001-001-000000453,19/06/2025,O8bY37xG2uZJJe7j,mBdJ6z51vFzmmd0J,,D,30.95
Asiento de Retencion Doc N. 001-001-000000453,19/06/2025,O8bY37xG2uZJJe7j,pZeVOo6roFKLLaGW,,D,12.04
heninken cierres,19/06/2025,Arb6OkyYOs9AAdyR,DGe73Y47BH6xxen2,,H,23.98
heninken cierres,19/06/2025,Arb6OkyYOs9AAdyR,nPeER14y4hGJJap1,,D,3.13
heninken cierres,19/06/2025,Arb6OkyYOs9AAdyR,Ejb2k2VNzsGJJdVN,,D,20.85
"Doc. 002-100-000060962,   78-DIGECA ALMACENES ROSITA",19/06/2025,BleXNJWBoSNyybrN,DGe73Y47BH6xxen2,,D,217.99
"Doc. 001-001-000084347,   heninken cierres",19/06/2025,JvaMy3DY5h800apz,DGe73Y47BH6xxen2,,D,23.98
PERSONAL SUSANA MURILLO,19/06/2025,JvaM30gqBf800dpz,DGe73Y47BH6xxen2,,H,141.54
PERSONAL SUSANA MURILLO,19/06/2025,JvaM30gqBf800dpz,KBe1wERoVimDDbXy,,D,123.08
"Doc. 076-051-000298984,   PERSONAL SUSANA MURILLO",19/06/2025,YjbqyzxR2FrPPbLN,DGe73Y47BH6xxen2,,D,141.54
"Doc. 235-052-000024299,   SUPER",19/06/2025,Ejb2LKkRviGJJeVN,MEegLgo2jhWxxaQ5,,H,24.76
"Doc. 235-052-000024299,   SUPER",19/06/2025,Ejb2LKkRviGJJeVN,DGe73Y47BH6xxen2,,D,24.76
"Doc. 076-051-000298984,   PERSONAL SUSANA MURILLO",19/06/2025,YjbqyzxR2FrPPbLN,MEegLgo2jhWxxaQ5,,H,141.54
pedido # 117,19/06/2025,rRbDmrZW5SmKKd6L,MEegLgo2jhWxxaQ5,,D,7680.77
"Doc. 004-003-000032411,   neymatex",19/07/2025,nPeEzNLXmsGJJap1,MEegLgo2jhWxxaQ5,,H,26.40
suministros oficina,19/07/2025,y7aAv9Ro9Uo33bgZ,nPeER14y4hGJJap1,,D,4.46
"Doc. 076-206-000048640,   suministros oficina",19/07/2025,loejX2n8PHJMMbQM,DGe73Y47BH6xxen2,,D,34.21
liceo cristiano neymatex,19/07/2025,BXdLK5jqgsOppbJZ,Ejb2k2VNzsGJJdVN,,D,10.16
liceo cristiano neymatex,19/07/2025,BXdLK5jqgsOppbJZ,DGe73Y47BH6xxen2,,H,11.68
liceo cristiano neymatex,19/07/2025,BXdLK5jqgsOppbJZ,nPeER14y4hGJJap1,,D,1.52
"Doc. 076-206-000048640,   suministros oficina",19/07/2025,loejX2n8PHJMMbQM,MEegLgo2jhWxxaQ5,,H,34.21
neymatex,19/07/2025,KVeZ2m2PQCRVVe8P,nPeER14y4hGJJap1,,D,3.44
"Doc. 004-003-000032411,   neymatex",19/07/2025,nPeEzNLXmsGJJap1,DGe73Y47BH6xxen2,,D,26.40
suministros oficina,19/07/2025,y7aAv9Ro9Uo33bgZ,DGe73Y47BH6xxen2,,H,34.21
neymatex,19/07/2025,KVeZ2m2PQCRVVe8P,Ejb2k2VNzsGJJdVN,,D,22.96
"Doc. 004-003-000032412,   liceo cristiano neymatex",19/07/2025,P9aQP3r4YfqEEeDM,MEegLgo2jhWxxaQ5,,H,11.68
"Doc. 004-003-000032412,   liceo cristiano neymatex",19/07/2025,P9aQP3r4YfqEEeDM,DGe73Y47BH6xxen2,,D,11.68
neymatex,19/07/2025,KVeZ2m2PQCRVVe8P,DGe73Y47BH6xxen2,,H,26.40
suministros oficina,19/07/2025,y7aAv9Ro9Uo33bgZ,Y4erkBOW4Uj00a2L,,D,29.75
"Doc. 099-021-000028241,   FLETE A MILAGRO",19/08/2024,DGe7R2qq1u6xxdn2,DGe73Y47BH6xxen2,,D,5.23
"Doc. 099-021-000028241,   FLETE A MILAGRO",19/08/2024,DGe7R2qq1u6xxdn2,PnazpQZ4OIBppdO2,,H,5.23
"Doc. 004-003-000023454,   acolchado rombo",19/08/2024,Arb6Q4Apnt9AAayR,DGe73Y47BH6xxen2,,D,8.00
"Doc. 001-003-000191904,   HILOS",19/08/2024,j6e9WPvNJUKggbWB,PnazpQZ4OIBppdO2,,H,4.00
"Doc. 001-003-000191904,   HILOS",19/08/2024,j6e9WPvNJUKggbWB,DGe73Y47BH6xxen2,,D,4.00
"Doc. 004-003-000023454,   acolchado rombo",19/08/2024,Arb6Q4Apnt9AAayR,PnazpQZ4OIBppdO2,,H,8.00
"Doc. 002-015-001365725,   combustible Farley",19/08/2024,LqdPLAqAAhmrrdl4,DGe73Y47BH6xxen2,,D,10.00
"Doc. 002-100-000032128,   HILO CUELLOS",19/08/2024,KBe1LPvoRhmDDdXy,PnazpQZ4OIBppdO2,,H,15.65
"Doc. 002-015-001365725,   combustible Farley",19/08/2024,LqdPLAqAAhmrrdl4,PnazpQZ4OIBppdO2,,H,10.00
"Doc. 002-100-000032128,   HILO CUELLOS",19/08/2024,KBe1LPvoRhmDDdXy,DGe73Y47BH6xxen2,,D,15.65
"Doc. 002-901-000175306,   compra de aguas pellon puzon para taller",19/08/2025,j6e9qrYlJhKggeWB,DGe73Y47BH6xxen2,,D,20.04
Placa / Matrícula: GCA2757,19/08/2025,Ejb2y371JfGJJaVN,RMdR6k9yOFlkkdl6,,D,22.35
Placa / Matrícula: GCA2757,19/08/2025,Ejb2y371JfGJJaVN,DGe73Y47BH6xxen2,,H,25.70
ANTICIPO,19/08/2025,jZdyZy7NWUWzzeJ4,KVeZVjQj2HRVVe8P,,H,300.00
ANTICIPO,19/08/2025,jZdyZy7NWUWzzeJ4,DGe73Y47BH6xxen2,,D,300.00
ANTICIPO,19/08/2025,Pnaz1zQO8fBppeO2,PnazpQZAOTBppdO2,,D,300.00
ANTICIPO,19/08/2025,Pnaz1zQO8fBppeO2,DGe73Y47BH6xxen2,,H,300.00
123-Labmedios,19/08/2025,RMdRpRPrYIlkkal6,DGe73Y47BH6xxen2,,H,31.00
123-Labmedios,19/08/2025,RMdRpRPrYIlkkal6,Ejb2k2VNzsGJJdVN,,D,26.96
"Doc. 004-002-000107040,   123-Labmedios",19/08/2025,9jaKgMZ1Ruwvvak5,DGe73Y47BH6xxen2,,D,31.00
compra de aguas pellon puzon para taller,19/08/2025,XKdwowlGwFQzzdgW,DGe73Y47BH6xxen2,,H,20.04
123-Labmedios,19/08/2025,RMdRpRPrYIlkkal6,nPeER14y4hGJJap1,,D,4.04
compra de aguas pellon puzon para taller,19/08/2025,XKdwowlGwFQzzdgW,loejR5DBBUJMMeQM,,D,17.43
compra de aguas pellon puzon para taller,19/08/2025,XKdwowlGwFQzzdgW,nPeER14y4hGJJap1,,D,2.61
Placa / Matrícula: GCA2757,19/08/2025,Ejb2y371JfGJJaVN,nPeER14y4hGJJap1,,D,3.35
"Doc. 002-901-000175306,   compra de aguas pellon puzon para taller",19/08/2025,j6e9qrYlJhKggeWB,MEegLgo2jhWxxaQ5,,H,20.04
"Doc. 004-002-000107040,   123-Labmedios",19/08/2025,9jaKgMZ1Ruwvvak5,MEegLgo2jhWxxaQ5,,H,31.00
Asiento de Retencion Doc N. 001-001-000000503,19/09/2025,Pnaz0Ew05sBppdO2,mBdJ6z51vFzmmd0J,,D,18.54
Asiento de Retencion Doc N. 001-001-000000503,19/09/2025,Pnaz0Ew05sBppdO2,pZeVOo6roFKLLaGW,,D,7.21
Uniformes empresa AYJAR,19/09/2025,9pdBxEr8XIm99a8K,JvaM8N4KRt800epz,,D,473.80
Uniformes empresa AYJAR,19/09/2025,9pdBxEr8XIm99a8K,nPeER14mgIGJJap1,DKVeZKLRfRVVa8Py,H,275.00
Uniformes empresa AYJAR,19/09/2025,9pdBxEr8XIm99a8K,nPeER14mgIGJJap1,DKVeZKLRfRVVa8Py,H,17.00
Uniformes empresa AYJAR,19/09/2025,9pdBxEr8XIm99a8K,nPeER14mgIGJJap1,DKVeZKLRfRVVa8Py,H,120.00
Uniformes empresa AYJAR,19/09/2025,9pdBxEr8XIm99a8K,RMdR6k90VFlkkdl6,,H,61.80
Asiento de Retencion Doc N. 001-001-000000503,19/09/2025,Pnaz0Ew05sBppdO2,JvaM8N4KRt800epz,,H,25.75
"Doc. 004-003-000028081,   garbadina 
teteron",20/02/2025,1qdG0okZ5UlppeN8,PnazpQZ4OIBppdO2,,H,276.10
"Doc. 004-003-000028081,   garbadina 
teteron",20/02/2025,1qdG0okZ5UlppeN8,DGe73Y47BH6xxen2,,D,276.10
"Doc. 001-001-000000166,   CAMISETA POLO",20/03/2025,xgep0E8gmfLNNe1p,DGe73Y47BH6xxen2,,D,73.26
"Doc. 002-023-000001274,   jersey",20/03/2025,jZdyE0oXntWzzdJ4,MEegLgo2jhWxxaQ5,,H,7.56
"Doc. 002-023-000001274,   jersey",20/03/2025,jZdyE0oXntWzzdJ4,DGe73Y47BH6xxen2,,D,7.56
"Doc. 002-001-000026982,   JERSEY DUMBA OBSCURO",20/03/2025,BXdLoL7ZvtOppbJZ,MEegLgo2jhWxxaQ5,,H,7.56
"Doc. 001-001-000000166,   CAMISETA POLO",20/03/2025,xgep0E8gmfLNNe1p,MEegLgo2jhWxxaQ5,,H,73.26
"Doc. 001-001-000000379,   SEBASTIAN C#4 P#26",20/03/2025,BXdLoJp2psOppbJZ,jZdyP7YAgiWzzbJ4,,D,14.85
"Doc. 001-001-000000379,   SEBASTIAN C#4 P#26",20/03/2025,BXdLoJp2psOppbJZ,JvaM8N4KRt800epz,,H,14.85
"Doc. 001-001-000000031,   54 camisas columbias",20/03/2025,RBe354QprIMJJbLJ,DGe73Y47BH6xxen2,,D,216.00
54 camisas columbias,20/03/2025,loejlqPqWiJMMbQM,Ejb2k2VNzsGJJdVN,,D,216.00
"Doc. 001-003-000211684,   tela",20/03/2025,KVeZJwo0vfRVVe8P,MEegLgo2jhWxxaQ5,,H,11.01
"Doc. 009-006-000115051,   HARLEM",20/03/2025,DGe75pREOU6xxbn2,MEegLgo2jhWxxaQ5,,H,14.20
"Doc. 001-001-000000031,   54 camisas columbias",20/03/2025,RBe354QprIMJJbLJ,MEegLgo2jhWxxaQ5,,H,216.00
"Doc. 002-002-000036649,   tela",20/03/2025,YWb475QWVCWQQaZ1,DGe73Y47BH6xxen2,,D,4.85
"Doc. 002-001-000026982,   JERSEY DUMBA OBSCURO",20/03/2025,BXdLoL7ZvtOppbJZ,DGe73Y47BH6xxen2,,D,7.56
54 camisas columbias,20/03/2025,loejlqPqWiJMMbQM,DGe73Y47BH6xxen2,,H,216.00
"Doc. 009-006-000115051,   HARLEM",20/03/2025,DGe75pREOU6xxbn2,DGe73Y47BH6xxen2,,D,14.20
"Doc. 001-003-000211684,   tela",20/03/2025,KVeZJwo0vfRVVe8P,DGe73Y47BH6xxen2,,D,11.01
HARLEM,20/03/2025,mBdJo496vHzmme0J,nPeER14y4hGJJap1,,D,1.85
"Doc. 002-002-000036649,   tela",20/03/2025,YWb475QWVCWQQaZ1,MEegLgo2jhWxxaQ5,,H,4.85
tela,20/03/2025,rRbDgXlGAHmKKa6L,Ejb2k2VNzsGJJdVN,,D,9.57
HARLEM,20/03/2025,mBdJo496vHzmme0J,DGe73Y47BH6xxen2,,H,14.20
CAMISETA POLO,20/03/2025,P9aQyoGxGFqEEaDM,nPeER14y4hGJJap1,,D,9.56
CAMISETA POLO,20/03/2025,P9aQyoGxGFqEEaDM,DGe73Y47BH6xxen2,,H,73.26
CAMISETA POLO,20/03/2025,P9aQyoGxGFqEEaDM,Ejb2k2VNzsGJJdVN,,D,63.70
HARLEM,20/03/2025,mBdJo496vHzmme0J,Ejb2k2VNzsGJJdVN,,D,12.35
JERSEY DUMBA OBSCURO,20/03/2025,jZdy3qy6PcWzzaJ4,DGe73Y47BH6xxen2,,H,7.56
JERSEY DUMBA OBSCURO,20/03/2025,jZdy3qy6PcWzzaJ4,Ejb2k2VNzsGJJdVN,,D,6.57
tela,20/03/2025,rRbDgXlGAHmKKa6L,nPeER14y4hGJJap1,,D,1.44
tela,20/03/2025,rRbDgXlGAHmKKa6L,DGe73Y47BH6xxen2,,H,11.01
JERSEY DUMBA OBSCURO,20/03/2025,jZdy3qy6PcWzzaJ4,nPeER14y4hGJJap1,,D,0.99
alim,20/04/2025,9jaKnZ2PMHwvvek5,nPeER14y4hGJJap1,,D,1.88
"Doc. 170-002-000313246,   alim",20/04/2025,9pdB4vmxQFm99a8K,MEegLgo2jhWxxaQ5,,H,16.72
alim,20/04/2025,9jaKnZ2PMHwvvek5,Y4erkBOW4Uj00a2L,,D,12.50
alim,20/04/2025,9jaKnZ2PMHwvvek5,Y4erkBOW4Uj00a2L,,D,2.34
alim,20/04/2025,9jaKnZ2PMHwvvek5,DGe73Y47BH6xxen2,,H,16.72
comb,20/04/2025,JvaMpQ683f800epz,nPeER14y4hGJJap1,,D,1.96
comb,20/04/2025,JvaMpQ683f800epz,DGe73Y47BH6xxen2,,H,15.00
comb,20/04/2025,JvaMpQ683f800epz,RMdR6k9yOFlkkdl6,,D,13.04
"Doc. 001-014-000138061,   comb",20/04/2025,BleX4PlOliNyyerN,DGe73Y47BH6xxen2,,D,15.00
"Doc. 001-014-000138061,   comb",20/04/2025,BleX4PlOliNyyerN,MEegLgo2jhWxxaQ5,,H,15.00
"Doc. 170-002-000313246,   alim",20/04/2025,9pdB4vmxQFm99a8K,DGe73Y47BH6xxen2,,D,16.72
"Doc. 009-006-000116919,   POLUX",20/05/2025,pzb8Rvwg3tMZZeEw,DGe73Y47BH6xxen2,,D,7.16
TELA OXFORD PREMIUM AMARILLO,20/05/2025,BXdL4gOvrsOppdJZ,nPeER14y4hGJJap1,,D,0.95
TELA OXFORD PREMIUM AMARILLO,20/05/2025,BXdL4gOvrsOppdJZ,DGe73Y47BH6xxen2,,H,7.31
TELA OXFORD PREMIUM AMARILLO,20/05/2025,BXdL4gOvrsOppdJZ,Ejb2k2VNzsGJJdVN,,D,6.36
"MEDIAS DEPORTIVA NEGRO
JASPE ROLAND",20/05/2025,1qdG4ZJN5tlppeN8,DGe73Y47BH6xxen2,,H,8.99
combust,20/05/2025,Ejb2VRPZzCGJJbVN,nPeER14y4hGJJap1,,D,2.61
Orden de Compra: 25000875 para EPM,20/05/2025,0yelnRB95UK55bER,RMdR6k90VFlkkdl6,,H,132.82
GORRAS,20/05/2025,y7aA5PxM1to33agZ,Ejb2k2VNzsGJJdVN,,D,14.00
GORRAS,20/05/2025,y7aA5PxM1to33agZ,DGe73Y47BH6xxen2,,H,14.00
Orden de compra 25000866 para Salma Castañeda,20/05/2025,RBe356ZZpfMJJbLJ,JvaM8N4KRt800epz,,D,28.64
Orden de compra 25000866 para Salma Castañeda,20/05/2025,RBe356ZZpfMJJbLJ,RMdR6k90VFlkkdl6,,H,3.74
Orden de compra 25000866 para Salma Castañeda,20/05/2025,RBe356ZZpfMJJbLJ,nPeER14mgIGJJap1,,H,24.90
Orden de Compra: 25000875 para EPM,20/05/2025,0yelnRB95UK55bER,JvaM8N4KRt800epz,,D,1018.32
POLUX,20/05/2025,Ejb2VRpzWUGJJbVN,nPeER14y4hGJJap1,,D,0.93
Orden de Compra: 25000875 para EPM,20/05/2025,0yelnRB95UK55bER,nPeER14mgIGJJap1,,H,678.50
Asiento de Retencion Doc N. 001-001-000000434,20/05/2025,EMaxDZq0ns044a5G,mBdJ6z51vFzmmd0J,,D,39.85
EXTRA CON ETANOL,20/05/2025,Y4erO0rBEfj00a2L,RMdR6k9yOFlkkdl6,,D,3.91
Orden de Compra: 25000875 para EPM,20/05/2025,0yelnRB95UK55bER,nPeER14mgIGJJap1,,H,207.00
EXTRA CON ETANOL,20/05/2025,Y4erO0rBEfj00a2L,DGe73Y47BH6xxen2,,H,4.50
EXTRA CON ETANOL,20/05/2025,Y4erO0rBEfj00a2L,nPeER14y4hGJJap1,,D,0.59
"MEDIAS DEPORTIVA NEGRO
JASPE ROLAND",20/05/2025,1qdG4ZJN5tlppeN8,Ejb2k2VNzsGJJdVN,,D,7.82
POLUX,20/05/2025,Ejb2VRpzWUGJJbVN,DGe73Y47BH6xxen2,,H,7.16
"Doc. 001-001-000019487,   GORRAS",20/05/2025,1qdGp0jk5ilppeN8,DGe73Y47BH6xxen2,,D,14.00
"Doc. 052-012-001279904,   EXTRA CON ETANOL",20/05/2025,j6e9VW5WBuKggaWB,MEegLgo2jhWxxaQ5,,H,4.50
Asiento de Retencion Doc N. 001-001-000000435,20/05/2025,QzaOrNBKBCX99ep4,JvaM8N4KRt800epz,,H,1.37
"MEDIAS DEPORTIVA NEGRO
JASPE ROLAND",20/05/2025,1qdG4ZJN5tlppeN8,nPeER14y4hGJJap1,,D,1.17
POLUX,20/05/2025,Ejb2VRpzWUGJJbVN,Ejb2k2VNzsGJJdVN,,D,6.23
Asiento de Retencion Doc N. 001-001-000000435,20/05/2025,QzaOrNBKBCX99ep4,nPeER14y4hGJJap1,,D,0.25
"Doc. 002-001-000163517,   combust",20/05/2025,BXdLxEo3wIOppdJZ,MEegLgo2jhWxxaQ5,,H,20.00
Asiento de Retencion Doc N. 001-001-000000435,20/05/2025,QzaOrNBKBCX99ep4,mBdJ6z51vFzmmd0J,,D,1.12
"Doc. 002-001-000163517,   combust",20/05/2025,BXdLxEo3wIOppdJZ,DGe73Y47BH6xxen2,,D,20.00
combust,20/05/2025,Ejb2VRPZzCGJJbVN,DGe73Y47BH6xxen2,,H,20.00
"Doc. 001-001-000019487,   GORRAS",20/05/2025,1qdGp0jk5ilppeN8,MEegLgo2jhWxxaQ5,,H,14.00
"Doc. 002-001-000152607,   TELA OXFORD PREMIUM AMARILLO",20/05/2025,EMaxJgDElT044d5G,MEegLgo2jhWxxaQ5,,H,7.31
Asiento de Retencion Doc N. 001-001-000000434,20/05/2025,EMaxDZq0ns044a5G,nPeER14y4hGJJap1,,D,8.86
"Doc. 052-012-001279904,   EXTRA CON ETANOL",20/05/2025,j6e9VW5WBuKggaWB,DGe73Y47BH6xxen2,,D,4.50
"Doc. 025-021-000006463,   MEDIAS DEPORTIVA NEGRO
JASPE ROLAND",20/05/2025,KBe1KL88PhmDDbXy,MEegLgo2jhWxxaQ5,,H,8.99
Asiento de Retencion Doc N. 001-001-000000434,20/05/2025,EMaxDZq0ns044a5G,JvaM8N4KRt800epz,,H,48.71
"Doc. 009-006-000116919,   POLUX",20/05/2025,pzb8Rvwg3tMZZeEw,MEegLgo2jhWxxaQ5,,H,7.16
"Doc. 025-021-000006463,   MEDIAS DEPORTIVA NEGRO
JASPE ROLAND",20/05/2025,KBe1KL88PhmDDbXy,DGe73Y47BH6xxen2,,D,8.99
combust,20/05/2025,Ejb2VRPZzCGJJbVN,RMdR6k9yOFlkkdl6,,D,17.39
"Doc. 002-001-000152607,   TELA OXFORD PREMIUM AMARILLO",20/05/2025,EMaxJgDElT044d5G,DGe73Y47BH6xxen2,,D,7.31
"Doc. 001-001-000000010,   82-ANNILUNCH
60 CAMISETA CUELLO REDONDO+30 PANTALON CHEF+32 DELANTAL CHEF+32 COFIA",20/06/2025,pZeVLE4VofKLLbGW,DGe73Y47BH6xxen2,,D,116.38
"Doc. 004-003-000031520,   99-GASTROTECH NEYMATEX",20/06/2025,PnazL3M82hBppdO2,MEegLgo2jhWxxaQ5,,H,136.80
"Doc. 001-001-000000010,   82-ANNILUNCH
60 CAMISETA CUELLO REDONDO+30 PANTALON CHEF+32 DELANTAL CHEF+32 COFIA",20/06/2025,pZeVLE4VofKLLbGW,MEegLgo2jhWxxaQ5,,H,116.38
POLUX,20/06/2025,Ejb2K6B71iGJJdVN,Ejb2k2VNzsGJJdVN,,D,239.78
"Doc. 004-003-000031517,   tela arsenal",20/06/2025,y7aA0V30Ofo33egZ,DGe73Y47BH6xxen2,,D,60.01
"Doc. 004-002-000105072,   arsenal",20/06/2025,5wbow5xqBcGLLbxE,MEegLgo2jhWxxaQ5,,H,220.00
"Doc. 004-002-000105072,   arsenal",20/06/2025,5wbow5xqBcGLLbxE,DGe73Y47BH6xxen2,,D,220.00
"Doc. 001-006-000231948,   POLUX",20/06/2025,Ejb2L059jtGJJeVN,DGe73Y47BH6xxen2,,D,275.75
"Doc. 004-003-000031520,   99-GASTROTECH NEYMATEX",20/06/2025,PnazL3M82hBppdO2,DGe73Y47BH6xxen2,,D,136.80
"Doc. 001-001-000000076,   71-DIST MARFLORALE 21 ABRIGO BEIGE $ 1.50 + 60 CAMISAS COLUMBIA $ 2.20",20/06/2025,Y4erzAm0Ktj00e2L,DGe73Y47BH6xxen2,,D,163.50
"Doc. 001-001-000000076,   71-DIST MARFLORALE 21 ABRIGO BEIGE $ 1.50 + 60 CAMISAS COLUMBIA $ 2.20",20/06/2025,Y4erzAm0Ktj00e2L,MEegLgo2jhWxxaQ5,,H,163.50
"Doc. 004-003-000031517,   tela arsenal",20/06/2025,y7aA0V30Ofo33egZ,MEegLgo2jhWxxaQ5,,H,60.01
"Doc. 001-006-000231948,   POLUX",20/06/2025,Ejb2L059jtGJJeVN,MEegLgo2jhWxxaQ5,,H,275.75
anticipo Zhong Ying,20/06/2025,y7aA3QjqBfo33dgZ,9pdBBO4yQum99d8K,,H,357.42
arsenal,20/06/2025,0yelr8yj7SK55bER,nPeER14y4hGJJap1,,D,28.70
71-DIST MARFLORALE 21 ABRIGO BEIGE $ 1.50 + 60 CAMISAS COLUMBIA $ 2.20,20/06/2025,rRbD4GA36imKKb6L,DGe73Y47BH6xxen2,,H,163.50
71-DIST MARFLORALE 21 ABRIGO BEIGE $ 1.50 + 60 CAMISAS COLUMBIA $ 2.20,20/06/2025,rRbD4GA36imKKb6L,Ejb2k2VNzsGJJdVN,,D,142.17
"93 PORTIARROS $ 144
SILVA CHERREZ $ 35",20/06/2025,KVeZjkXNgfRVVe8P,DGe73Y47BH6xxen2,,H,179.00
"93 PORTIARROS $ 144
SILVA CHERREZ $ 35",20/06/2025,KVeZjkXNgfRVVe8P,nPeER14pgTGJJap1,,D,144.00
"93 PORTIARROS $ 144
SILVA CHERREZ $ 35",20/06/2025,KVeZjkXNgfRVVe8P,nPeER14pgTGJJap1,,D,35.00
POLUX,20/06/2025,Ejb2K6B71iGJJdVN,DGe73Y47BH6xxen2,,H,275.75
POLUX,20/06/2025,Ejb2K6B71iGJJdVN,nPeER14y4hGJJap1,,D,35.97
